Country,Reactor Unit,Type,Net Capacity (MWe),Status,Operator,Contstruction Date,Construction Year,First Criticality Date,First Grid Date,Commercial Date,Shutdown Date,UCF for 2013
United States,LASALLE-2,BWR,1140,Operational,EXELON,9/10/73,1973,3/10/84,4/20/84,10/19/84,,92.9
United States,SUSQUEHANNA-1,BWR,1257,Operational,PPL_SUSQ,11/2/73,1973,9/10/82,11/16/82,6/8/83,,89.7
United States,SUSQUEHANNA-2,BWR,1257,Operational,PPL_SUSQ,11/2/73,1973,5/8/84,7/3/84,2/12/85,,82.8
United States,BAILLY,BWR,660,Cancelled Constr.,NIPS,1/1/74,1974,,,,8/1/81,
United States,SURRY-3,PWR,859,Cancelled Constr.,VEPCO,1/1/74,1974,,,,3/1/77,
United States,SURRY-4,PWR,859,Cancelled Constr.,VEPCO,1/1/74,1974,,,,3/1/77,
United States,SAN ONOFRE-2,PWR,1070,Permanent Shutdown,SCE,3/1/74,1974,7/26/82,9/20/82,8/8/83,6/7/13,0
United States,SAN ONOFRE-3,PWR,1080,Permanent Shutdown,SCE,3/1/74,1974,8/29/83,9/25/83,4/1/84,6/7/13,0
United States,CATAWBA-1,PWR,1146,Operational,DUnited KingdomEENER,5/1/74,1974,1/7/85,1/22/85,6/29/85,,100
United States,CATAWBA-2,PWR,1146,Operational,DUnited KingdomEENER,5/1/74,1974,5/8/86,5/18/86,8/19/86,,90.7
United States,GRAND GULF-2,BWR,1250,Cancelled Constr.,MP&L,5/1/74,1974,,,,12/1/90,
United States,BEAVER VALLEY-2,PWR,885,Operational,FENOC,5/3/74,1974,8/4/87,8/17/87,11/17/87,,96.6
United States,GRAND GULF-1,BWR,1419,Operational,ENTERGY,5/4/74,1974,8/18/82,10/20/84,7/1/85,,91.2
United States,LIMERICK-1,BWR,1130,Operational,EXELON,6/19/74,1974,12/22/84,4/13/85,2/1/86,,100
United States,LIMERICK-2,BWR,1134,Operational,EXELON,6/19/74,1974,8/12/89,9/1/89,1/8/90,,93
United States,MILLSTONE-3,PWR,1218,Operational,DOMINION,8/9/74,1974,1/23/86,2/12/86,4/23/86,,89
United States,BELLEFONTE-1,PWR,1235,Suspended Constr.,TVA,9/1/74,1974,,,,,
United States,BELLEFONTE-2,PWR,1235,Suspended Constr.,TVA,9/1/74,1974,,,,,
United States,PERRY-1,BWR,1256,Operational,FENOC,10/1/74,1974,6/6/86,12/19/86,11/18/87,,79.9
United States,PERRY-2,BWR,1205,Cancelled Constr.,CEI,10/1/74,1974,,,,4/1/84,
United States,WATERFORD-3,PWR,1168,Operational,ENTERGY,11/14/74,1974,3/4/85,3/18/85,9/24/85,,93.3
United States,COMANCHE PEAK-1,PWR,1209,Operational,LUMINANT,12/19/74,1974,4/3/90,4/24/90,8/13/90,,93.7
United States,COMANCHE PEAK-2,PWR,1197,Operational,LUMINANT,12/19/74,1974,3/24/93,4/9/93,8/3/93,,99.6
United States,BYRON-1,PWR,1164,Operational,EXELON,4/1/75,1975,2/2/85,3/1/85,9/16/85,,100
United States,BYRON-2,PWR,1136,Operational,EXELON,4/1/75,1975,1/9/87,2/6/87,8/2/87,,93.1
United States,BRAIDWOOD-1,PWR,1178,Operational,EXELON,8/1/75,1975,5/29/87,7/12/87,7/29/88,,94
United States,BRAIDWOOD-2,PWR,1152,Operational,EXELON,8/1/75,1975,3/8/88,5/25/88,10/17/88,,97.9
United States,NINE MILE POINT-2,BWR,1276,Operational,EXELON,8/1/75,1975,5/23/87,8/8/87,3/11/88,,98.4
United States,RIVER BEND-2,BWR,934,Cancelled Constr.,GSU,8/1/75,1975,,,,1/1/84,
United States,WNP-1,PWR,1259,Cancelled Constr.,WPPSS,8/1/75,1975,,,,1/1/83,
United States,WNP-4,PWR,1250,Cancelled Constr.,WPPSS,8/1/75,1975,,,,1/1/82,
United States,CALLAWAY-1,PWR,1215,Operational,AmerenUE,9/1/75,1975,10/2/84,10/24/84,12/19/84,,80
United States,CLINTON-1,BWR,1065,Operational,EXELON,10/1/75,1975,2/27/87,4/24/87,11/24/87,,89.7
United States,CALLAWAY-2C,PWR,1120,Cancelled Constr.,UNION,10/1/75,1975,,,,10/1/81,
United States,CLINTON-2,BWR,933,Cancelled Constr.,IPC,10/1/75,1975,,,,10/1/83,
United States,SOUTH TEXAS-1,PWR,1280,Operational,STP,12/22/75,1975,3/8/88,3/30/88,8/25/88,,94.1
United States,SOUTH TEXAS-2,PWR,1280,Operational,STP,12/22/75,1975,3/12/89,4/11/89,6/19/89,,60.9
United States,HOPE CREEK-1,BWR,1172,Operational,PSEG,3/1/76,1976,6/28/86,8/1/86,12/20/86,,88.5
United States,HOPE CREEK-2,BWR,1067,Cancelled Constr.,PSEG,3/1/76,1976,,,,12/1/81,
United States,HARTSVILLE A-1,BWR,1233,Cancelled Constr.,TVA,4/1/76,1976,,,,8/1/84,
United States,HARTSVILLE A-2,BWR,1233,Cancelled Constr.,TVA,4/1/76,1976,,,,8/1/84,
United States,HARTSVILLE B-1,BWR,1233,Cancelled Constr.,TVA,4/1/76,1976,,,,8/1/82,
United States,HARTSVILLE B-2,BWR,1233,Cancelled Constr.,TVA,4/1/76,1976,,,,8/1/82,
United States,PALO VERDE-1,PWR,1311,Operational,APS,5/25/76,1976,5/25/85,6/10/85,1/28/86,,91.8
United States,PALO VERDE-2,PWR,1314,Operational,APS,6/1/76,1976,4/18/86,5/20/86,9/19/86,,96.9
United States,PALO VERDE-3,PWR,1312,Operational,APS,6/1/76,1976,10/25/87,11/28/87,1/8/88,,85.7
United States,CHEROKEE-1,PWR,1280,Cancelled Constr.,DUnited KingdomE,7/1/76,1976,,,,4/1/83,
United States,CHEROKEE-2,PWR,1280,Cancelled Constr.,DUnited KingdomE,7/1/76,1976,,,,11/1/82,
United States,CHEROKEE-3,PWR,1280,Cancelled Constr.,DUnited KingdomE,7/1/76,1976,,,,11/1/82,
United States,SEABROOK-2,PWR,1149,Cancelled Constr.,FPL,7/1/76,1976,,,,1/1/88,
United States,SEABROOK-1,PWR,1246,Operational,NEXTERA,7/7/76,1976,6/13/89,5/29/90,8/19/90,,100
United States,VOGTLE-1,PWR,1150,Operational,SOUTHERN,8/1/76,1976,3/9/87,3/27/87,6/1/87,,100
United States,VOGTLE-2,PWR,1152,Operational,SOUTHERN,8/1/76,1976,3/28/89,4/10/89,5/20/89,,88.5
United States,RIVER BEND-1,BWR,967,Operational,ENTERGY,3/25/77,1977,10/31/85,12/3/85,6/16/86,,90.2
United States,WNP-3,PWR,1240,Cancelled Constr.,WPPSS,4/1/77,1977,,,,1/1/83,
United States,WNP-5,PWR,1240,Cancelled Constr.,WPPSS,4/1/77,1977,,,,1/1/82,
United States,WOLF CREEK,PWR,1195,Operational,WCNOC,5/31/77,1977,5/22/85,6/12/85,9/3/85,,70.9
United States,ST. LUCIE-2,PWR,987,Operational,FPL,6/2/77,1977,6/2/83,6/13/83,8/8/83,,99.1
United States,MARBLE HILL-1,PWR,1030,Cancelled Constr.,PSI,7/1/77,1977,,,,1/1/84,
United States,MARBLE HILL-2,PWR,1130,Cancelled Constr.,PSI,7/1/77,1977,,,,1/1/84,
United States,PHIPPS BEND-1,BWR,1233,Cancelled Constr.,TVA,10/1/77,1977,,,,8/1/82,
United States,PHIPPS BEND-2,BWR,1233,Cancelled Constr.,TVA,10/1/77,1977,,,,8/1/82,
United States,HARRIS-2C,PWR,900,Cancelled Constr.,CPL,1/1/78,1978,,,,12/1/83,
United States,HARRIS-3C,PWR,900,Cancelled Constr.,CPL,1/1/78,1978,,,,12/1/81,
United States,HARRIS-4C,PWR,900,Cancelled Constr.,CPL,1/1/78,1978,,,,12/1/81,
United States,HARRIS-1,PWR,928,Operational,PROGRESS,1/28/78,1978,1/3/87,1/19/87,5/2/87,,84.4
United States,YELLOW CREEK-1,PWR,1285,Cancelled Constr.,TVA,2/1/78,1978,,,,8/1/84,
United States,YELLOW CREEK-2,PWR,1285,Cancelled Constr.,TVA,2/1/78,1978,,,,8/1/84,
United States,BLACK FOX-1,BWR,1150,Cancelled Constr.,PSCO,7/1/78,1978,,,,2/1/82,
United States,BLACK FOX-2,BWR,1150,Cancelled Constr.,PSCO,7/1/78,1978,,,,2/1/82,
United States,SUMMER-2,PWR,1117,Under Construction,SCE&G,3/9/13,2013,,,,,
United States,VOGTLE-3,PWR,1117,Under Construction,SOUTHERN,3/12/13,2013,,,,,
United States,SUMMER-3,PWR,1117,Under Construction,SCE&G,11/2/13,2013,,,,,
United States,VOGTLE-4,PWR,1117,Under Construction,SOUTHERN,11/19/13,2013,,,,,
United States,Bell Bend,US-EPR,"1,600",Under Review,,,,,,,,
United States,"Bellefonte, Units 1 & 2 (2)",AP 1000,"2,520",Deferred,,,,,,,,
United States,"Bellefonte, Units 3 & 4",AP 1000,"2,234",Review Suspended,,,,,,,,
United States,"Callaway, Unit 2",US-EPR,"1,600",Review Suspended,,,,,,,,
United States,"Calvert Cliffs, Unit 3",US-EPR,"1,600",Under Review,,,,,,,,
United States,"Comanche Peak, Units 3 & 4",US-APWR,"3,400",Under Review,,,,,,,,
United States,"Fermi, Unit 3",ESBWR,"1,520",Under Review,,,,,,,,
United States,"Grand Gulf, Unit 3",ESBWR,"1,520",Review Suspended,,,,,,,,
United States,"Levy County, Units 1 & 2",AP 1000,"2,234",Under Review,,,,,,,,
United States,"Nine Mile Point, Unit 3",US-EPR,"1,600",Review Suspended,,,,,,,,
United States,"North Anna, Unit 3",US-APWR,"1,500",Under Review,,,,,,,,
United States,"River Bend Station, Unit 3",ESBWR,"1,520",Review Suspended,,,,,,,,
United States,"Shearon Harris, Units 2 & 3",AP 1000,"2,234",Review Suspended,,,,,,,,
United States,"South Texas Project, Units 3 & 4",ABWR,"2,700",Under Review,,,,,,,,
United States,"Turkey Point, Units 6 & 7",AP 1000,"2,234",Under Review,,,,,,,,
United States,"Virgil C. Summer, Units 2 & 3",AP 1000,"2,200",Under Construction,,,,,,"2017, 2018",,
United States,"Vogtle, Units 3 & 4",AP 1000,"2,200",Under Construction,,,,,,"2016, 2017",,
United States,"Watts Bar, Unit 2 (2)",PWR,"1,218",Under Construction,,,,,,2015,,
United States,"William States Lee III, Units 1 & 2",AP 1000,"2,234",Under Review,,,,,,,,
Vietnam," Unit 1, Phuoc Dinh / Ninh Thuan 1",,"1,000",,,2014,,,,2020,,
Vietnam,"ÊUnit 2, Phuoc Dinh / Ninh Thuan 1",,"1,000",,,2015,,,,2021,,
Vietnam,"ÊUnit 1, Vinh Hai / Ninh Thuan 2",,"1,000",,,2015,,,,2021,,
Vietnam,"ÊUnit 2, Vinh Hai / Ninh Thuan 2",,"1,000",,,2016,,,,2022,,
